"Date.and.Time","price","market_cap","total_volume","Date.and.Time.2","power.MAX..GW","power.MIN..GW","power.GUESS..GW","annualised.consumption.MAX..TWh","annualised.consumption.MIN..TWh","annualised.consumption.GUESS..TWh","Predicted","Detrended"
"2018-04-11 00:00:00 UTC",6829.316504,115885988821.254,1550558592.49243,2018-04-09,8.931517429,2.671060966,3.889692539,78.29368178,23.41452043,34.0970448,43.2299720625414,-9.13292726254138
"2018-04-12 00:00:00 UTC",6925.101995,117533696704.979,1586992258.34079,2018-04-10,8.939696485,2.673506996,3.893254533,78.36537939,23.43596232,34.12826924,43.2687485929125,-9.14047935291251
"2018-04-13 00:00:00 UTC",7836.396994,133015394395.993,4980342880.00081,2018-04-11,9.054203084,2.707751357,3.943122371,79.36914423,23.73614839,34.5654107,43.3075251232835,-8.74211442328354
"2018-04-14 00:00:00 UTC",7845.75284,133189892501.28,3910297535.1571,2018-04-12,9.037844972,2.702859297,3.935998383,79.22574902,23.6932646,34.50296182,43.3463016536547,-8.84333983365467
"2018-04-15 00:00:00 UTC",7897.719931,134086501771.117,2294693915.23948,2018-04-13,9.258679207,2.768902017,4.032172105,81.16158193,24.27219508,35.34602067,43.3850781840257,-8.0390575140257
"2018-04-16 00:00:00 UTC",8258.067084,140220533919.445,2350690710.82853,2018-04-14,9.001800066,2.692079702,3.920300759,78.90977937,23.59877067,34.36535645,43.4238547143968,-9.05849826439684
"2018-04-17 00:00:00 UTC",8030.999262,136379313438.764,2754142166.19396,2018-04-15,9.14280031,2.734247256,3.981706628,80.14578751,23.96841145,34.9036403,43.462631244768,-8.55899094476798
"2018-04-18 00:00:00 UTC",7873.63551,133722872890.265,2491337660.02341,2018-04-16,9.201545311,2.751815545,4.007290186,80.6607462,24.12241507,35.12790577,43.501407775139,-8.373502005139
"2018-04-19 00:00:00 UTC",8097.418233,137539507140.194,2326968646.29081,2018-04-17,9.309064735,2.783970321,4.054115096,81.60326146,24.40428383,35.53837293,43.5401843055101,-8.00181137551014
"2018-04-20 00:00:00 UTC",8277.460639,140616565985.041,2422027692.48659,2018-04-18,9.423233835,2.818113749,4.103835953,82.6040678,24.70358513,35.97422597,43.5789608358812,-7.60473486588116
"2018-04-21 00:00:00 UTC",8499.450009,144401932888.962,2961030105.15034,2018-04-19,9.755643282,2.917524169,4.248600889,85.51796901,25.57501687,37.24323539,43.6177373662523,-6.3745019762523
"2018-04-22 00:00:00 UTC",8878.42826,150858701627.666,3214807963.45414,2018-04-20,9.631390571,2.880365135,4.194488601,84.42876975,25.24928077,36.76888707,43.6565138966233,-6.88762682662333
"2018-04-23 00:00:00 UTC",8769.011999,149017082314.253,2503340749.6093,2018-04-21,9.838093281,2.942181679,4.284508018,86.24072571,25.7911646,37.55799728,43.6952904269945,-6.13729314699446
"2018-04-24 00:00:00 UTC",8881.391704,150943914745.996,2205498227.2004,2018-04-22,9.811262138,2.934157553,4.272823005,86.0055239,25.72082511,37.45556646,43.7340669573656,-6.2785004973656
"2018-04-25 00:00:00 UTC",9716.489757,1.65156e+11,4398198651.19984,2018-04-23,9.918586805,2.966254084,4.319563097,86.94633193,26.0021833,37.86529011,43.7728434877366,-5.90755337773663
"2018-04-26 00:00:00 UTC",8825.2025,150020058558.803,5523433548.35851,2018-04-24,9.891755661,2.958229958,4.307878084,86.71113013,25.93184381,37.76285929,43.8116200181078,-6.04876072810776
"2018-04-27 00:00:00 UTC",9221.868026,156779014055.271,3847600029.5565,2018-04-25,9.560838011,2.859265675,4.163762829,83.810306,25.06432291,36.49954496,43.8503965484788,-7.35085158847878
"2018-04-28 00:00:00 UTC",8940.381122,152009053536.455,2839339948.81821,2018-04-26,9.229920266,2.760301364,4.019647533,80.90948106,24.19680176,35.23623027,43.8891730788499,-8.65294280884992
"2018-04-29 00:00:00 UTC",9249.659525,157282709009.46,3006508147.81209,2018-04-27,9.311249053,2.784623563,4.055066371,81.6224092,24.41001016,35.54671181,43.9279496092209,-8.38123779922095
"2018-04-30 00:00:00 UTC",9325.628851,158592809944.508,2827554754.47229,2018-04-28,9.088483178,2.718003167,3.958051416,79.66964354,23.82601576,34.69627871,43.9667261395921,-9.27044742959208
"2018-05-01 00:00:00 UTC",9198.18951,1.56443e+11,2508704421.01877,2018-04-29,9.137856305,2.732768702,3.979553505,80.10244837,23.95545044,34.88476603,44.0055026699631,-9.12073663996311
"2018-05-02 00:00:00 UTC",9024.387512,153504488648.595,2661071473,2018-04-30,9.221727246,2.757851158,4.016079457,80.83766103,24.17532325,35.20495252,44.0442792003342,-8.83932668033425
"2018-05-03 00:00:00 UTC",9122.653014,155192629946.187,2179558786.4918,2018-05-01,9.280044025,2.775291383,4.093365305,81.34886592,24.32820426,35.88244026,44.0830557307054,-8.20061547070538
"2018-05-04 00:00:00 UTC",9551.135184,162498830620.229,1228125377.94885,2018-05-02,9.49168521,2.838584828,4.231512838,83.20411255,24.8830346,37.09344153,44.1218322610764,-7.02839073107641
"2018-05-05 00:00:00 UTC",9634.538226,163935762593.664,2695999383.51385,2018-05-03,9.645403067,2.884555714,4.348047163,84.55160329,25.28601539,38.11498143,44.1606087914475,-6.04562736144754
"2018-05-06 00:00:00 UTC",9766.244485,1.66196e+11,2617990803.56158,2018-05-04,9.631764621,2.880476998,4.387428177,84.43204867,25.25026137,38.4601954,44.1993853218186,-5.73918992181856
"2018-05-07 00:00:00 UTC",9583.871746,1.63109e+11,2626417557.06692,2018-05-05,9.940955588,2.972943696,4.574955435,87.14241668,26.06082444,40.10405934,44.2381618521897,-4.13410251218971
"2018-05-08 00:00:00 UTC",9308.265026,158435513589.56,2767085706.19757,2018-05-06,9.744197777,2.914101275,4.534259212,85.41763771,25.54501177,39.74731626,44.2769383825607,-4.52962212256073
"2018-05-09 00:00:00 UTC",9149.517833,155749835750.475,2455200521.73373,2018-05-07,9.697350683,2.900091176,4.563118719,85.00697609,25.42219925,40.00029869,44.3157149129319,-4.31541622293187
"2018-05-10 00:00:00 UTC",9248.960396,157460887034.232,2363841215,2018-05-08,9.519331653,2.846852778,4.479351307,83.44646127,24.95551145,39.26599356,44.3544914433029,-5.08849788330289
"2018-05-11 00:00:00 UTC",8969.940376,152728483795.656,2359598426.33025,2018-05-09,9.706720121,2.902893201,4.567527537,85.08910858,25.4467618,40.03894639,44.393267973674,-4.35432158367403
"2018-05-12 00:00:00 UTC",8405.560563,143131877388.735,3726075355.3037,2018-05-10,9.734828433,2.911299277,4.580753992,85.33550604,25.52044947,40.15488949,44.4320445040452,-4.27715501404516
"2018-05-13 00:00:00 UTC",8480.580376,144426929746.496,2995955136.91117,2018-05-11,9.667520953,2.891170292,4.549082246,84.74548867,25.34399878,39.87725497,44.4708210344162,-4.59356606441619
"2018-05-14 00:00:00 UTC",8683.986203,147906738510.205,2283320839.57201,2018-05-12,9.751822084,2.916381401,4.588750407,85.48447239,25.56499936,40.22498607,44.5095975647873,-4.28461149478733
