Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh",BTC / USD Denominated Closing Price,BTC / Active Addr Cnt,BTC / Tx per Second Cnt,BTC / 30 Day Volatility,BTC / Mean Tx Size (USD),BTC / Miner Supply (USD),BTC / Val in Addrs w/ Bal ? $1M USD,BTC / 30 Day Active Supply,BTC / SER (Supply Equality Ratio),BTC / Miner Revenue per Hash (USD),BTC / Miner Revenue per Hash per Sec (USD),BTC / Total Issuance (USD),"BTC / Mean Hash Rate, 30 Day",BTC / Mean Hash Rate,BTC / Mean Tx Fee (USD),BTC / Mean Difficulty,BTC / Difficulty,BTC / Market Cap (USD),BTC / Mean Block Size (in bytes),BTC / Addr Cnt of Bal ? $1M,BTC / Miner Revenue (USD)
1363564800,2013-03-18T00:00:00,0.11742827103269146,0.001767002,0.029572728,1.0293762238725732,0.015489539,0.2592345302889146,51.36543639,59594,0.501435185,0.04107516,1937.329984,105557526.9,1312942.273,2204619.05,0.008070664,0.062167433,5371.266191,243985.8229,34.73179762,45.78579093,0.044821531,4847647.152,4847647.152,560714853.2,108536.9737,35,245927.6709
1363651200,2013-03-19T00:00:00,0.12223333532524429,0.001839306,0.030782818306681274,1.0714974174610912,0.016123357612069615,0.26984218527636805,59.49860111,67946,0.530289352,0.046457025,1087.699044,122132863.3,1419307.986,2199416.877,0.008099376,0.072310863,6247.658563,252869.0547,35.07697359,40.96623399,0.067092735,4847647.152,4847647.152,649750892.1,131748.1588,41,255943.0426
1363737600,2013-03-20T00:00:00,0.12914254695975727,0.001943273,0.03252281,1.132063566649232,0.017034726754573227,0.28509495377060096,63.6874855,62822,0.533587963,0.04678321,1040.622895,130947494.4,1488548.911,2188223.564,0.008185813,0.077009276,6653.601457,335951.486,35.7978399,50.84632572,0.051184349,4847647.152,4847647.152,695831303.4,104027.0237,45,338311.1869
1363824000,2013-03-21T00:00:00,0.1336370349597328,0.002010903,0.033654686,1.1714622484570174,0.017627578427269055,0.295016981,70.91752501,70563,0.645625,0.047751543,1063.365363,145669976.9,1606672.451,2225987.641,0.008243917,0.085946634,7425.789151,386500.5113,36.5870339,52.53317065,0.06453224,4847647.152,4847647.152,775211153.6,127913.1009,53,390100.2487
1363910400,2013-03-22T00:00:00,0.13930046273592547,0.002096124,0.035080944351446694,1.2211078563431224,0.018374620722259292,0.3075195581847817,69.84608454,74587,0.69744213,0.048366298,616.7258113,143507586,1577917.341,2256680.609,0.008365836,0.084859751,7331.882458,399868.834,37.25889462,55.18392696,0.078549294,4847647.152,4847647.152,763898930.1,130747.3581,51,404602.0661
1363996800,2013-03-23T00:00:00,0.1434735153457594,0.002158918,0.036131871415908554,1.2576888355209268,0.018925073014044523,0.31673198483185433,64.38311637,67002,0.603854167,0.052150194,653.3113582,132269151.6,1474198.9,2266071.531,0.00824273,0.078050589,6743.570853,349278.4063,37.93721012,52.2921928,0.06435706,4847647.152,4847647.152,704500327.6,123907.6175,44,352636.1072
1364083200,2013-03-24T00:00:00,0.14451680014467047,0.002174617,0.036394609,1.2668342700681812,0.019062689,0.31903513928030897,71.69042421,69595,0.599664352,0.054236975,505.9977151,147260042,1635953.758,2294081.843,0.008294082,0.074771335,6460.243372,338737.2544,38.67190746,52.89469171,0.057426554,5629945.197,6695826.283,784797927.6,133243.4074,55,341712.5816
1364169600,2013-03-25T00:00:00,0.14540112988822249,0.002187924,0.036617315162232496,1.2745863046001582,0.019179337683528176,0.3209873847121301,74.31408925,64715,0.551087963,0.053397672,915.6455848,153916624.7,1668712.233,2342508.658,0.008350048,0.065374363,5648.344924,267530.7213,39.27743336,47.93059151,0.067160749,6695826.283,6695826.283,813786824,163336.7917,57,270728.5132
1364256000,2013-03-26T00:00:00,0.14923330158415252,0.002245588,0.037582395962179035,1.3081791216866807,0.019684826,0.3294472830044614,78.61419743,74037,0.579490741,0.053330307,1266.794066,163876702,1724962.159,2354171.167,0.008359975,0.069174615,5976.686729,296768.5953,40.00902263,50.26055082,0.072361024,6695826.283,6695826.283,861172528.4,164740.7616,60,300391.567
1364342400,2013-03-27T00:00:00,0.14624699739016805,0.002200652,0.036830335,1.282001179122213,0.019290913009440764,0.3228547209389614,88.85207991,72482,0.601990741,0.055694206,1523.199878,185674211.8,1828786.576,2371091.775,0.008431519,0.0786404,6794.530548,290990.5617,40.22832259,43.60352422,0.10141728,6695826.283,6695826.283,973613530.4,188477.9389,68,296265.4773
1364428800,2013-03-28T00:00:00,0.1497016157829827,0.002252635,0.037700335,1.3122843639536264,0.019746599239489012,0.33048113294786713,87.67317396,94934,0.715231481,0.056392921,1008.962774,182972933.9,1811575.387,2326062.927,0.008432977,0.077245855,6674.041849,401104.7709,41.25445569,60.91179337,0.0877579,6695826.283,6695826.283,961096549.5,176357.4809,66,406527.858
1364515200,2013-03-29T00:00:00,0.1508281400568785,0.002269586,0.037984035,1.3221594757385968,0.019895194986126942,0.3329680467756381,90.29569936,81683,0.706956019,0.056083838,829.4312319,188449260.6,1883517.143,2330477.663,0.008441333,0.079580598,6875.763707,392786.2922,42.0173899,57.9161314,0.088921799,6695826.283,6695826.283,990238153.5,176509.8333,71,398217.6343
1364601600,2013-03-30T00:00:00,0.15300972562452658,0.002302414,0.038533437,1.3412832548245999,0.02018296,0.3377841128297562,92.18995999,79925,0.702071759,0.05583763,1177.075705,192331174.8,1907778.878,2378929.381,0.008433217,0.081358951,7029.413339,398721.5769,42.92047304,57.58328007,0.099821957,6695826.283,6695826.283,1011410502,195250.2601,72,404776.677
1364688000,2013-03-31T00:00:00,0.15439393710412705,0.002323243,0.038882032,1.3534172526547779,0.020365546,0.34083989666766057,93.89923842,63898,0.502708333,0.055906756,1262.50027,195866858,1914798.056,2369467.947,0.008405831,0.082499708,7127.974759,396724.2823,43.82133102,56.25187475,0.097565525,6695826.283,6695826.283,1030559617,142549.4793,73,400961.9434
1364774400,2013-04-01T00:00:00,0.16180484712745338,0.002120166,0.039063236135926944,1.4183812899192565,0.018585379449820964,0.3424283279675356,103.5803469,76869,0.608159722,0.056400061,1027.462695,216024660.5,2153872.96,2427498.991,0.00839889,0.090829655,7847.682213,512722.7172,44.96869638,65.90456332,0.085171798,6695826.283,6695826.283,1137324101,139735.9596,96,517198.0693
1364860800,2013-04-02T00:00:00,0.16592201890450872,0.001894538,0.038559639,1.4544724177169235,0.016607520818042266,0.3380137996492734,116.6799442,90297,0.723506944,0.058072241,1714.887551,243270774.9,2279996.406,2464164.692,0.008486735,0.10279379,8881.383499,527976.7477,45.81164423,60.24609071,0.113452111,6695826.283,6695826.283,1281687160,174996.8177,109,535068.6359
1364947200,2013-04-03T00:00:00,0.1719605368236675,0.001707354,0.038590973,1.5074060657962696,0.014966667167247243,0.3382884664557248,131.3848094,109240,0.756736111,0.059758954,1634.09506,273447031,2395583.502,2580958.154,0.008520313,0.116230994,10042.35786,574808.541,46.45774483,58.24898273,0.15522092,6695826.283,6695826.283,1443789615,187955.7657,124,584957.1295
1365033600,2013-04-04T00:00:00,0.16798060479303636,0.001402784,0.036278021,1.4725179816157568,0.012296800559123643,0.31801312775241397,133.0071205,107866,0.758252315,0.058553585,1462.382615,276718990.7,2404725.247,2586984.505,0.008542962,0.117731814,10172.02875,512077.4138,47.1603539,51.2591048,0.142440034,6695826.283,6695826.283,1462129293,217425.9935,125,521409.0878
1365120000,2013-04-05T00:00:00,0.16688633950590193,0.001122527,0.034589429,1.4629256521087364,0.009840068,0.3032109360867969,142.6260655,99406,0.703888889,0.058671383,1594.675252,296338148.5,2452650.341,2673209.94,0.008650194,0.119688282,10341.06754,563372.9587,47.88059659,55.2621662,0.133136582,7035981.663,7672999.92,1568432429,189160.9051,134,571469.793
1365206400,2013-04-06T00:00:00,0.1687785713754151,0.000854222,0.033476252,1.479512956676889,0.007488113,0.29345282704547604,143.081823,78563,0.598773148,0.05755472,1242.097602,297155993.1,2481502.792,2663260.285,0.008712486,0.109582528,9467.93039,583058.4286,48.79499848,62.17258387,0.107999916,7672999.92,7672999.92,1574027368,159379.0491,138,588645.6963
1365292800,2013-04-07T00:00:00,0.17137702762574106,0.000594724,0.032531176,1.502291024167246,0.005213353,0.28516828495817403,162.8522146,78312,0.731655093,0.059782534,890.3902384,337796525.2,2575711.376,2660393.382,0.008756517,0.125165418,10814.29213,667694.0798,49.72211461,62.55401076,0.13894276,7672999.92,7672999.92,1792186961,205221.6951,153,676477.3464
1365379200,2013-04-08T00:00:00,0.21299923931976394,0.000585018,0.039622271869754214,1.8671513318770507,0.005128271,0.3473288352102655,186.3511618,112858,0.720081019,0.061949859,1431.936467,385714427.9,2712393.458,2675169.04,0.00885493,0.143064814,12360.79995,722110.7522,50.46966418,59.12116871,0.13942276,7672999.92,7672999.92,2051514747,196914.0968,177,730784.9392
1365465600,2013-04-09T00:00:00,0.26627520124362564,0.00059487,0.048815805,2.334168414101623,0.005214628,0.4279193432907365,230.6829967,113921,0.785613426,0.067845342,2663.079275,476659307.3,3104178.076,2805616.673,0.008949337,0.176980554,15291.11987,1015005.185,51.38288604,67.1311335,0.169498122,7672999.92,7672999.92,2540572929,181858.1648,258,1026510.21
1365552000,2013-04-10T00:00:00,0.3270322346283036,0.000615765,0.059351051,2.8667645687517096,0.005397797,0.5202713101329081,161.1928897,132897,0.726238426,0.101340212,2449.460983,332615543.7,2560372.129,2951453.706,0.009051255,0.123942034,10708.59173,769696.0481,52.62433593,72.85253693,0.166574116,7672999.92,7672999.92,1776029675,166622.4974,150,780148.0742
1365638400,2013-04-11T00:00:00,0.37691217635951274,0.000629743,0.067983528,3.304012137967489,0.005520329,0.5959436045957318,82.90158504,124532,0.785034722,0.162788425,802.6544022,171039358,1828789.03,3000338.472,0.009040996,0.063871439,5518.492328,331606.3402,53.68153538,61.02830318,0.076339552,7672999.92,7672999.92,913744570.2,217547.675,62,336784.2229
1365724800,2013-04-12T00:00:00,0.4309115525638751,0.000645089,0.077330053,3.7773706697749296,0.005654846,0.6778752425966149,111.4763732,102302,0.676805556,0.170304856,1135.449426,229912378.8,2275747.414,3032299.446,0.009051468,0.085673294,7402.172618,482135.3141,54.7447924,65.98685282,0.107920532,7672999.92,7672999.92,1229179119,161328.4277,106,488446.0751
1365811200,2013-04-13T00:00:00,0.47939861258330785,0.000647272,0.085661562,4.202408237905277,0.005673982,0.7509092498576626,97.60907187,80991,0.614884259,0.17277804,736.3581804,201310267.5,1961493.351,3032249.146,0.009123096,0.074757956,6459.087377,407517.8751,55.48031836,63.69829145,0.073691887,7672999.92,7672999.92,1076680753,144318.6048,74,411432.8302
1365897600,2013-04-14T00:00:00,0.5215146158609675,0.000641268,0.092856839,4.571597122637242,0.005621357,0.8139830484159428,88.8614914,73989,0.655925926,0.174078892,415.2335313,183222716.2,1897834.243,3028064.72,0.009192513,0.068362818,5906.547498,339895.2046,56.0439892,58.35831492,0.084714751,7672999.92,7672999.92,980530113.2,179977.3922,68,344696.159
1365984000,2013-04-15T00:00:00,0.5255091957676163,0.00064618,0.093568083,4.6066136100989254,0.005664414,0.8202178119885556,80.87469317,100211,0.620486111,0.17533736,452.5981533,166728958,1855420.809,3059019.991,0.009256637,0.062453077,5395.945856,331586.242,56.72341879,62.55401076,0.111020578,7672999.92,7672999.92,892732454.1,161084.8354,62,337538.0552
1366070400,2013-04-16T00:00:00,0.5259530369451227,0.000646726,0.09364711,4.610504321860946,0.005669198,0.8209105618822143,68.28313873,98394,0.778506944,0.178634968,672.1054982,140741936.8,1718230.154,3138883.582,0.0093462,0.05242446,4529.473364,302152.8889,57.29502513,67.5125604,0.054167301,7672999.92,7672999.92,754043176.5,178503.2373,51,305796.3441
1366156800,2013-04-17T00:00:00,0.5210656593378468,0.000640716,0.092776901,4.567661569755565,0.005616518,0.8132823144610702,92.86403691,105380,0.65380787,0.186256004,958.0030483,191369791.9,1950604.934,3165824.383,0.009309106,0.068183151,5891.02423,396993.7578,58.05724715,68.65245135,0.131698146,8076325.61,8974296.015,1025884320,164676.8421,70,404433.2544
