Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh",BTC / USD Denominated Closing Price,BTC / Active Addr Cnt,BTC / Tx per Second Cnt,BTC / 30 Day Volatility,BTC / Mean Tx Size (USD),BTC / Miner Supply (USD),BTC / Val in Addrs w/ Bal ? $1M USD,BTC / 30 Day Active Supply,BTC / SER (Supply Equality Ratio),BTC / Miner Revenue per Hash (USD),BTC / Miner Revenue per Hash per Sec (USD),BTC / Total Issuance (USD),"BTC / Mean Hash Rate, 30 Day",BTC / Mean Hash Rate,BTC / Mean Tx Fee (USD),BTC / Mean Difficulty,BTC / Difficulty,BTC / Market Cap (USD),BTC / Mean Block Size (in bytes),BTC / Addr Cnt of Bal ? $1M,BTC / Miner Revenue (USD)
1280620800,2010-08-01T00:00:00,3.89513278915092e-05,3.278403430868691e-05,3.570538262885154e-05,0.000341447,0.000287385,0.000312993,0.0611,622,0.001435185,,81.7377228,146016.0987,0,535708.54,7.47862E-05,2.912679621,251655.5192,730.145,0.001308429,0.002901437,0.000142895,244.2132231,244.2132231,218982.4,431.2970711,0,730.162719
1280707200,2010-08-02T00:00:00,4.0779119378457366e-05,3.432242547686828e-05,3.738085809887955e-05,0.00035747,0.00030087,0.000327681,0.06,632,0.001793981,,16.86422389,143567.2728,0,537500.2,7.57701E-05,2.860222083,247123.1879,726,0.001399541,0.002937857,8.12903E-05,244.2132231,244.2132231,215766,438.0123967,0,726.0126
1280793600,2010-08-03T00:00:00,4.2657383926026714e-05,3.590329813773916e-05,3.9102600539495797e-05,0.000373935,0.000314728,0.000342773,0.060012151,988,0.004907407,,3.371492978,143578.3302,0,549875.03,7.66207E-05,2.860751666,247168.9439,681.1379115,0.001486062,0.002755758,0,244.2132231,244.2132231,216490.8334,836.3259912,0,681.1379115
1280880000,2010-08-04T00:00:00,4.515963237481176e-05,3.80093572487999e-05,4.1396328202521e-05,0.000395869,0.00033319,0.00036288,0.05701578,715,0.002233796,,5.636052506,136666.1183,0,546870.59,7.65541E-05,2.717916058,234827.9474,692.74173,0.00157864,0.002949997,0,244.2132231,244.2132231,206374.3182,476.8106996,0,692.74173
1280966400,2010-08-05T00:00:00,4.675245709708872e-05,3.934998472338301e-05,4.285641747927171e-05,0.000409832,0.000344942,0.000375679,0.061,825,0.003483796,,4.953584881,146417.5412,0,550754.62,7.78984E-05,2.715155345,234589.4218,664.9,0.001666604,0.002834314,0,261.5443218,352.1612091,221460.5,935.266055,0,664.9
1281052800,2010-08-06T00:00:00,4.764544613057449e-05,4.010158382656686e-05,4.367499073081232e-05,0.00041766,0.00035153,0.000382855,0.061671315,640,0.002465278,,3.558531513,148124.6208,0,543072.41,7.73859E-05,2.039333751,176198.4361,453.2841654,0.001746308,0.002573386,0.00066883,352.1612091,352.1612091,224350.9933,872.537415,0,453.4266261
1281139200,2010-08-07T00:00:00,4.825652019603624e-05,4.06159044983305e-05,4.423514193753501e-05,0.000423017,0.000356039,0.000387765,0.059003945,500,0.00130787,,8.489250871,141682.6183,0,547704.34,7.78375E-05,1.950516717,168524.6443,457.2805742,0.001830876,0.002713434,0,352.1612091,352.1612091,215104.7821,520.6387097,0,457.2805742
1281225600,2010-08-08T00:00:00,4.9685264959528076e-05,4.181843134093613e-05,4.55448245907563e-05,0.000435541,0.00036658,0.000399246,0.0609,581,0.002210648,,1.960987758,146442.5602,0,551534.35,7.92476E-05,2.013195354,173940.0786,605.955,0.00193925,0.0034837,0,352.1612091,352.1612091,222622.995,528.2311558,0,605.955
1281312000,2010-08-09T00:00:00,5.0638040136319675e-05,4.2620350448069065e-05,4.641820180504201e-05,0.000443893,0.00037361,0.000406902,0.0704,782,0.002719907,,14.8288007,169396.0618,0,557839.73,8.05193E-05,2.328298888,201165.0239,668.8,0.002042411,0.003326145,0.001294162,352.1612091,352.1612091,258019.52,1565.357895,0,669.104128
1281398400,2010-08-10T00:00:00,5.208060091711032e-05,4.383450577190119e-05,4.774054914033613e-05,0.000456539,0.000384253,0.000418494,0.069338729,590,0.001747685,,10.87398971,166911.7532,0,563743.27,8.12E-05,2.292157745,198042.4292,662.1848602,0.002146895,0.003343651,0,352.1612091,352.1612091,254792.0929,478.947644,0,662.1848602
1281484800,2010-08-11T00:00:00,5.485069385946864e-05,4.616600066505277e-05,5.027980091372549e-05,0.000480821,0.000404691,0.000440753,0.067,724,0.00212963,,14.385689,161332.2279,0,564884.24,8.22251E-05,2.214845463,191362.648,780.55,0.002257196,0.004078905,0,352.1612091,352.1612091,246978.75,506.6480687,0,780.55
1281571200,2010-08-12T00:00:00,5.7217353207626156e-05,4.8157938949752015e-05,5.2449238572268906e-05,0.000501567,0.000422152,0.00045977,0.07,611,0.002546296,,3.805488462,169060.0555,0,489865.8,8.30125E-05,2.314017648,199931.1248,759.5,0.002343204,0.003798808,0,352.1612091,352.1612091,258797,511.0875576,0,759.5
1281657600,2010-08-13T00:00:00,6.013835862594768e-05,5.061645184350597e-05,5.512682677703081e-05,0.000527173,0.000443704,0.000483242,0.0645,787,0.002858796,,4.654994388,155944.1868,0,496191.99,8.02188E-05,2.132201976,184222.2507,693.375,0.002425196,0.003763796,0,352.1612091,352.1612091,239156.325,770.1023256,0,693.375
1281744000,2010-08-14T00:00:00,6.555081094645104e-05,5.517193254659629e-05,6.008824122745098e-05,0.000574618,0.000483637,0.000526734,0.066996434,564,0.001805556,,5.080304966,162458.9371,0,466720.81,7.93707E-05,2.21472757,191352.462,941.299893,0.002542241,0.004919194,0,352.1612091,352.1612091,249354.0265,493.8967972,0,941.299893
1281830400,2010-08-15T00:00:00,6.694579658269007e-05,5.634604545709748e-05,6.136697801512605e-05,0.000586847,0.000493929,0.000537943,0.065117932,472,0.00150463,,7.7299642,158115.4123,0,411258.65,7.89567E-05,1.925022931,166321.9812,673.9705983,0.002623995,0.004052204,0,393.7992069,511.7735343,243036.4025,437.5024155,0,673.9705983
1281916800,2010-08-16T00:00:00,6.796066421211335e-05,5.7200225711862084e-05,6.229727330896359e-05,0.000595743,0.000501417,0.000546098,0.0655,760,0.003449074,,9.670951081,159007.143,0,406117.95,7.90983E-05,1.490092425,128743.9855,481.425,0.002696611,0.003739739,0.000147265,511.7735343,511.7735343,244943.8,1030.238095,0,481.468885
1282003200,2010-08-17T00:00:00,6.780892284872567e-05,5.707251006434412e-05,6.215817706414565e-05,0.000594413,0.000500298,0.000544879,0.07,486,0.002175926,0.089089161,11.80736748,170134.2979,0,397388.49,7.81971E-05,1.592320037,137576.4512,451.5,0.002754264,0.003281812,0,511.7735343,511.7735343,262223.5,682.5581395,0,451.5
1282089600,2010-08-18T00:00:00,6.610273120812528e-05,5.563646543350545e-05,6.059416811596638e-05,0.000579457,0.000487709,0.000531168,0.068,709,0.002673611,0.088618528,6.763624582,165120.4234,0,402078.39,7.86261E-05,1.547188043,133677.0469,452.2,0.002814707,0.003383573,0.000459221,511.7735343,511.7735343,255183.6,1969.676692,0,452.30608
1282176000,2010-08-19T00:00:00,6.520868557628256e-05,5.488397702670449e-05,5.977462631596638e-05,0.000571619,0.000481113,0.000523984,0.0667,471,0.002199074,0.087610017,4.848423,162157.06,0,397609.03,8.00429E-05,1.517253521,131090.7042,450.225,0.002874741,0.003434454,0,511.7735343,511.7735343,250755.315,625,0,450.225
1282262400,2010-08-20T00:00:00,6.802121323611865e-05,5.725118780706653e-05,6.23527765789916e-05,0.000596274,0.000501864,0.000546584,0.0655,656,0.002662037,0.086859769,5.653784826,159354.3166,0,402852.46,8.07059E-05,1.489956606,128732.2507,632.075,0.002976138,0.004909997,0,511.7735343,511.7735343,246876.05,594.865285,0,632.075
1282348800,2010-08-21T00:00:00,6.675014283454512e-05,5.618137021907548e-05,6.118762875238095e-05,0.000585132,0.000492486,0.000536371,0.0664,526,0.001944444,0.066333783,9.988426378,161812.8372,0,407649.38,8.27526E-05,1.510429292,130501.0908,574.36,0.0030699,0.004401189,0,511.7735343,511.7735343,250842.6,537.734104,0,574.36
1282435200,2010-08-22T00:00:00,7.004105901898272e-05,5.8951224674310466e-05,6.42043018140056e-05,0.00061398,0.000516766,0.000562815,0.065928989,586,0.001770833,0.066094298,6.026388248,160750.7163,0,403397,8.30041E-05,1.499715,129575.376,698.8472823,0.00319132,0.005393365,0,511.7735343,511.7735343,249762.0851,471.509434,0,698.8472823
1282521600,2010-08-23T00:00:00,7.416112174723729e-05,6.241894413725805e-05,6.798102584705883e-05,0.000650096,0.000547164,0.000595922,0.06491,655,0.00181713,0.062994053,5.029431043,158353.8038,0,403972.54,8.38198E-05,1.476535622,127572.6778,691.2915,0.003315092,0.005418805,0,511.7735343,511.7735343,246593.09,489.3286385,0,691.2915
1282608000,2010-08-24T00:00:00,7.952968744769017e-05,6.693748693513922e-05,7.290221089719889e-05,0.000697157,0.000586774,0.000639061,0.065,638,0.001921296,0.061076838,5.415769291,158674.1689,0,381539.38,8.51649E-05,1.478692925,127759.0687,698.75,0.003427926,0.005469686,0.000313253,511.7735343,511.7735343,247633.75,838.2325581,0,698.802
1282694400,2010-08-25T00:00:00,8.471097808264945e-05,7.129840655289662e-05,7.765172714341737e-05,0.000742576,0.000625002,0.000680695,0.0648,498,0.001724537,0.058448088,4.852300777,158552.0088,0,369665.43,8.53658E-05,1.474033405,127356.4862,699.84,0.003537998,0.005495126,0,511.7735343,511.7735343,247571.64,416.4166667,0,699.84
1282780800,2010-08-26T00:00:00,8.958346938224063e-05,7.539942006338588e-05,8.211817734229691e-05,0.000785289,0.000660951,0.000719848,0.064075114,650,0.001828704,0.0579977,4.065019627,157015.4427,0,366797.48,8.54828E-05,1.436655954,124127.0744,672.7886967,0.003652326,0.005420161,0,519.2144293,623.3869599,245474.9654,562.9380952,0,672.7886967
1282867200,2010-08-27T00:00:00,9.053817764817672e-05,7.620296618721541e-05,8.299332655490196e-05,0.000793658,0.000667995,0.00072752,0.065,490,0.001400463,0.058034082,10.22332857,159395.6169,0,364564.33,8.62168E-05,1.213852135,104876.8244,555.75,0.003764621,0.005299073,0,623.3869599,623.3869599,249574,470.0584795,0,555.75
1282953600,2010-08-28T00:00:00,9.266535036595585e-05,7.799333655801283e-05,8.494323481008402e-05,0.000812304,0.00068369,0.000744612,0.0646,531,0.001967593,0.048626179,4.101434197,158579.4508,0,366144.9,8.80467E-05,1.206382275,104231.4286,549.1,0.003867384,0.005268085,4.18E-10,623.3869599,623.3869599,248587.26,609.9529412,0,549.1000001
1283040000,2010-08-29T00:00:00,9.174962287451736e-05,7.722259925271878e-05,8.410381797282912e-05,0.000804277,0.000676933,0.000737254,0.064,418,0.001284722,0.046528897,3.51771976,157407.392,0,367723.44,8.82613E-05,1.195212899,103266.3945,518.4,0.003961074,0.005020175,0.000138378,623.3869599,623.3869599,246796.8,438.4876543,0,518.41536
1283126400,2010-08-30T00:00:00,8.97829559372448e-05,7.556732124718104e-05,8.230104001120447e-05,0.000787037,0.000662423,0.000721451,0.06497,517,0.002025463,0.045883125,3.328258765,159965.2871,0,366484.8,8.9558E-05,1.213348895,104833.3446,484.0265,0.004032838,0.004617321,0.00012994,623.3869599,623.3869599,251021.3405,700.6845638,0,484.0492395
1283212800,2010-08-31T00:00:00,9.03528246298104e-05,7.604696073009042e-05,8.282341962745097e-05,0.000792033,0.000666628,0.00072603,0.06,733,0.002939815,0.044476348,6.733204999,147719.4522,0,381220.13,8.98055E-05,1.120505688,96811.6914,552,0.004126188,0.005701927,5.19686E-05,623.3869599,623.3869599,232371,939.0217391,0,552.0132
1283299200,2010-09-01T00:00:00,8.880719888736576e-05,7.474605906353285e-05,8.140659608067226e-05,0.000778484,0.000655224,0.00071361,0.062024828,622,0.002719907,0.044764533,4.665580216,152853.4157,0,384862.02,9.14672E-05,1.15830069,100077.1796,486.8948966,0.004190434,0.004865231,1.58362E-05,623.3869599,623.3869599,240699.7484,916.0063694,0,486.8986181
1283385600,2010-09-02T00:00:00,8.736948309834432e-05,7.353598160777314e-05,8.008868998767506e-05,0.000765881,0.000644616,0.000702057,0.0634,513,0.001689815,0.04492487,9.949972734,156226.5159,0,339480.32,9.16987E-05,1.183972697,102295.2411,494.52,0.004259717,0.004834242,0,623.3869599,623.3869599,246530.9,574.3525641,0,494.52
1283472000,2010-09-03T00:00:00,8.683720560375624e-05,7.30879813831615e-05,7.960076896834733e-05,0.000761215,0.000640689,0.00069778,0.06085,503,0.001793981,0.044547647,7.600862611,150168.1017,0,340579.1,9.27269E-05,1.136352344,98180.84256,498.97,0.004330788,0.005082152,0,623.3869599,623.3869599,237114.195,507.1707317,0,498.97
1283558400,2010-09-04T00:00:00,8.767364086043785e-05,7.379198105753519e-05,8.036750125966386e-05,0.000768547,0.000646861,0.000704502,0.062178276,468,0.001111111,0.042984821,14.01080085,153626.3887,0,340278.89,9.34349E-05,1.161157429,100324.0019,562.7133966,0.004423277,0.005608961,0,623.3869599,623.3869599,242852.8009,421.2707182,0,562.7133966
